1,0,dit [^\\.]?,0.06955622128413960000,0.256598496766,0.673845281950
3,0,van het,0.02824061533120330000,0.074054652450,0.897704732219
4,0,op de,0.02270517180567300000,0.085824156616,0.891470671578
5,0,is het,0.01487720616289460000,0.077783604265,0.907339189572
6,0,wat een,0.01124655671363800000,0.015673250597,0.973080192689
7,0,dat het,0.02977695714949690000,0.066567616384,0.903655426466
8,0,dit is,0.00981352813910171000,0.022490240634,0.967696231227
9,0,het verhaal,0.01269367683488570000,0.048796830391,0.938509492774
10,0,van een,0.00949692649910323000,0.054827244654,0.935675828847
11,0,ik het,0.02743966733581290000,0.041134999709,0.931425332956
12,0,heb ik,0.01029430001310750000,0.049496008856,0.940209691131
13,0,dat ik,0.02140599228701210000,0.060770261609,0.917823746104
14,0,dat de,0.03367586606092990000,0.052467517334,0.913856616605
15,0,[^\\.]? is,0.04324355573426320000,0.594330827944,0.362425616322
16,0,is de,0.01185167596205190000,0.045388335373,0.942759988665
17,0,is niet,0.03299144780975680000,0.019431334848,0.947577217342
18,0,het niet,0.03188171580455870000,0.021674532424,0.946443751771
19,1,aan de,0.00148544054294342000,0.051856049872,0.946658509585
21,0,maar het,0.02175200703827770000,0.022169783837,0.956078209124
22,0,dat is,0.01561060223869520000,0.022927227175,0.961462170587
23,0,ik had,0.01413620709088940000,0.007399638758,0.978464154151
24,0,niet meer,0.01411405025938770000,0.028957641438,0.956928308303
25,0,en dat,0.02605256217917690000,0.086727262134,0.887220175687
26,0,zo n,0.00263485507013438000,0.004165938356,0.993199206574
27,0,bij de,0.01579549290752720000,0.033793625823,0.950410881269
28,0,ook niet,0.03442177694915850000,0.013750509818,0.951827713233
29,0,zonde van,0.01835259268857250000,0.000349589233,0.981297818079
30,0,ik vond,0.01172887230131400000,0.008390141584,0.979880986115
31,0,deze dvd,0.00652738274805370000,0.014158363922,0.979314253330
32,0,van deze,0.00310482920360208000,0.035716366603,0.961178804194
33,0,de dvd,0.00222118108228593000,0.016197634446,0.981581184472
34,0,vond ik,0.02008378089059800000,0.017887315737,0.962028903372
35,0,voor een,0.00412972299816536000,0.035541571986,0.960328705016
36,0,niet te,0.01460958234752360000,0.022228048709,0.963162368943
37,0,uit de,0.01544078547981930000,0.030181203752,0.954378010768
38,0,van dit,0.01132287560605000000,0.026364854629,0.962312269765
39,1,de eerste,0.00136508866274061000,0.025786341740,0.972848569597
40,0,is dat,0.00443454453438104000,0.029569422595,0.965996032871
41,0,maar dit,0.01812707015511610000,0.009642836334,0.972230093511
42,0,dan ook,0.01232673526996260000,0.022810697431,0.964862567300
43,0,ik de,0.01493985452141430000,0.039183126493,0.945877018986
44,0,te zijn,0.01389746805697320000,0.016139369574,0.969963162369
45,0,niet de,0.01637130636166710000,0.008564936200,0.975063757438
46,0,geen aanrader,0.01906498765433570000,0.000203927052,0.980731085293
47,0,dat er,0.00591987776033134000,0.037435180330,0.956644941910
48,0,te maken,0.00407713767153858000,0.027093165531,0.968829696798
49,0,vond het,0.01704093137809700000,0.017246402144,0.965712666478
50,0,dat dit,0.01365659093834790000,0.013546582765,0.972796826296
52,0,veel te,0.02404351377166780000,0.005709957467,0.970246528762
54,0,niet in,0.02292824255859430000,0.013342655713,0.963729101729
55,0,had ik,0.01426837209548830000,0.012934801608,0.972796826296
56,0,maar dat,0.00887091345764505000,0.018615626639,0.972513459904
57,0,alleen maar,0.01071975410473880000,0.011099458137,0.978180787759
58,0,jammer dat,0.00443524622241295000,0.013983569306,0.981581184472
59,0,niet eens,0.01348747586750390000,0.005214706054,0.981297818079
60,0,het spel,0.00653292195592914000,0.008768863252,0.984698214792
61,0,en niet,0.02846470146798260000,0.037843034435,0.933692264097
62,0,maar een,0.01268726258075870000,0.014799277516,0.972513459904
63,0,maar ik,0.01481109063998190000,0.016925945348,0.968262964012
64,0,met het,0.00556573168304894000,0.021354075628,0.973080192689
66,0,en dan,0.00929668124510232000,0.032074812096,0.958628506659
67,0,helemaal niet,0.02159908857824090000,0.007020917089,0.971379994333
68,0,je een,0.00155583223527412000,0.030181203752,0.968262964012
70,0,dat ze,0.00749359065768922000,0.023393346152,0.969113063191
71,0,echt niet,0.01529894543553340000,0.004253335664,0.980447718901
72,0,te hebben,0.00596832725514650000,0.020101380877,0.973930291867
73,0,wat ik,0.00675248426869091000,0.014216628794,0.979030886937
75,1,er een,0.00420198035514560000,0.094644375177,0.901153644468
76,0,niet kopen,0.00905180863227184000,0.000582648721,0.990365542647
77,0,wel een,0.00393673402392974000,0.028083668356,0.967979597620
78,0,een beetje,0.01493771643670530000,0.027850608868,0.957211674695
80,0,ik hem,0.00593677605917043000,0.015032337004,0.979030886937
81,0,nog niet,0.00276120019164504000,0.021324943192,0.975913856617
82,0,om het,0.00694817267806106000,0.020538367418,0.972513459904
83,0,[^\\.]? van,0.02590618180056680000,0.573413738857,0.400680079343
84,0,een aantal,0.00404586715077528000,0.015789780341,0.980164352508
85,0,niet aan,0.02268494668004730000,0.005651692595,0.971663360725
86,0,niet goed,0.01801607961877440000,0.004369865408,0.977614054973
87,0,totaal niet,0.01808500189381470000,0.002884111169,0.979030886937
89,0,een paar,0.00675220359347814000,0.020450970110,0.972796826296
90,0,er is,0.00556474931980426000,0.043174270232,0.951260980448
91,0,ik niet,0.00851350659480259000,0.016139369574,0.975347123831
92,0,de rest,0.00664931136253997000,0.011769504166,0.981581184472
93,0,de schrijver,0.01051326795483050000,0.009322379537,0.980164352508
94,0,er niet,0.05180164015697540000,0.032074812096,0.916123547747
